model,standard,n,binary_accuracy,wilson_low,wilson_high,rubric_mean,refusal_rate,run_acc_std
Llama 3.3 70b,MS-LS3-2,111,0.9189,0.8531,0.9568,0.9598,0.0,0.0441
Llama 3.3 70b,MS-LS4-1,81,0.963,0.8967,0.9873,0.9667,0.0,0.0
Llama 3.3 70b,MS-LS4-2,75,0.9467,0.8707,0.9791,0.9917,0.0,0.0189
Llama 3.3 70b,MS-LS4-3,36,0.8611,0.7134,0.9392,1.0,0.0,0.0393
Llama 3.3 70b,MS-LS4-4,27,0.963,0.8172,0.9934,1.0,0.0,0.0524
Llama 3.3 70b,MS-LS4-5,15,1.0,0.7961,1.0,1.0,0.0,0.0
Llama 3.3 70b,MS-LS4-6,33,1.0,0.8957,1.0,1.0,0.0,0.0
Llama 3.3 70b,MS-PS1-1,81,0.8889,0.8021,0.9404,0.9444,0.0,0.0524
Llama 3.3 70b,MS-PS1-2,21,0.9524,0.7733,0.9915,1.0,0.0,0.0673
Llama 3.3 70b,MS-PS1-3,39,0.8974,0.7642,0.9594,0.9,0.0,0.0363
Llama 3.3 70b,MS-PS1-4,51,0.9608,0.8678,0.9892,0.9405,0.0,0.0277
Llama 3.3 70b,MS-PS1-5,39,0.7179,0.5622,0.8346,0.8182,0.0,0.0959
Llama 3.3 70b,MS-PS1-6,30,0.9,0.7438,0.9654,1.0,0.0,0.0
Llama 3.3 70b,MS-PS2-1,60,0.85,0.7389,0.919,0.8627,0.0,0.0408
Llama 3.3 70b,MS-PS2-2,54,0.963,0.8746,0.9898,0.9762,0.0,0.0262
Llama 3.3 70b,MS-PS2-3,72,0.875,0.7792,0.9328,0.859,0.0,0.034
Llama 3.3 70b,MS-PS2-4,42,0.881,0.75,0.9481,0.875,0.0,0.0891
Llama 3.3 70b,MS-PS2-5,45,0.8889,0.765,0.9516,0.9,0.0,0.0831
Llama 3.3 70b,MS-PS3-1,57,0.9649,0.8808,0.9903,0.9405,0.0,0.0248
Llama 3.3 70b,MS-PS3-2,54,0.9815,0.9023,0.9967,0.9778,0.0,0.0262
Llama 3.3 70b,MS-PS3-3,66,0.8788,0.7786,0.9373,0.9487,0.0,0.0567
Llama 3.3 70b,MS-PS3-4,33,0.8182,0.6561,0.9139,0.9,0.0,0.0742
Llama 3.3 70b,MS-PS3-5,42,0.8571,0.7216,0.9328,0.9,0.0,0.0583
Llama 3.3 70b,MS-PS4-1,78,0.8462,0.7501,0.9097,0.8667,0.0,0.0628
Llama 3.3 70b,MS-PS4-2,99,0.9293,0.8612,0.9653,0.9493,0.0,0.0286
Llama 3.3 70b,MS-PS4-3,87,0.9655,0.9035,0.9882,0.9688,0.0,0.0282
Mistral Small 3.1,MS-ESS1-1,78,0.8846,0.795,0.9381,0.9216,0.0,0.0
Mistral Small 3.1,MS-ESS1-2,66,0.8788,0.7786,0.9373,0.9222,0.0,0.0429
Mistral Small 3.1,MS-ESS1-3,87,0.7931,0.6965,0.8649,0.8651,0.0,0.0
Mistral Small 3.1,MS-ESS1-4,57,0.8947,0.7888,0.9509,0.9167,0.0,0.043
Mistral Small 3.1,MS-ESS2-1,48,0.8333,0.7042,0.913,0.8939,0.0,0.1062
Mistral Small 3.1,MS-ESS2-2,60,0.9167,0.8193,0.9639,0.95,0.0,0.0236
Mistral Small 3.1,MS-ESS2-3,39,0.9487,0.8311,0.9858,0.9667,0.0,0.0363
Mistral Small 3.1,MS-ESS2-4,54,0.8889,0.7781,0.9481,0.9848,0.0,0.0454
Mistral Small 3.1,MS-ESS2-5,45,0.9111,0.7927,0.9649,0.9583,0.0,0.0314
Mistral Small 3.1,MS-ESS2-6,36,0.75,0.5893,0.8625,0.8519,0.0,0.18
Mistral Small 3.1,MS-ESS3-1,75,0.9067,0.8197,0.9541,0.9286,0.0,0.0377
Mistral Small 3.1,MS-ESS3-2,69,0.913,0.823,0.9595,0.9314,0.0,0.071
Mistral Small 3.1,MS-ESS3-3,45,0.9778,0.8843,0.9961,0.9583,0.0,0.0314
Mistral Small 3.1,MS-ESS3-4,45,1.0,0.9213,1.0,0.9848,0.0,0.0
Mistral Small 3.1,MS-ESS3-5,39,0.9487,0.8311,0.9858,0.9697,0.0,0.0363
Mistral Small 3.1,MS-ETS1-1,84,0.9881,0.9356,0.9979,0.9933,0.0,0.0168
Mistral Small 3.1,MS-ETS1-2,54,0.9815,0.9023,0.9967,1.0,0.0,0.0262
Mistral Small 3.1,MS-ETS1-3,57,0.9298,0.833,0.9724,0.9306,0.0,0.0248
Mistral Small 3.1,MS-ETS1-4,69,0.9855,0.9224,0.9974,0.9902,0.0,0.0205
Mistral Small 3.1,MS-LS1-1,39,0.7436,0.5892,0.8543,0.8333,0.0,0.0959
Mistral Small 3.1,MS-LS1-2,27,0.963,0.8172,0.9934,1.0,0.0,0.0524
Mistral Small 3.1,MS-LS1-3,54,0.9444,0.8489,0.9809,0.9762,0.0,0.0
Mistral Small 3.1,MS-LS1-4,36,0.8889,0.7469,0.9559,0.95,0.0,0.0786
Mistral Small 3.1,MS-LS1-5,30,0.9,0.7438,0.9654,0.9444,0.0,0.0816
Mistral Small 3.1,MS-LS1-6,24,0.9583,0.7976,0.9926,0.9722,0.0,0.0589
Mistral Small 3.1,MS-LS1-7,30,0.7667,0.5907,0.8821,0.9167,0.0,0.0471
Mistral Small 3.1,MS-LS1-8,27,0.7407,0.5532,0.8683,0.8611,0.0,0.0524
Mistral Small 3.1,MS-LS2-1,72,0.9028,0.8126,0.9521,0.9583,0.0,0.0196
Mistral Small 3.1,MS-LS2-2,51,0.9216,0.815,0.9691,0.9643,0.0,0.0277
Mistral Small 3.1,MS-LS2-3,99,0.9394,0.874,0.9719,0.9744,0.0,0.0
Mistral Small 3.1,MS-LS2-4,42,1.0,0.9162,1.0,1.0,0.0,0.0
Mistral Small 3.1,MS-LS2-5,24,1.0,0.862,1.0,1.0,0.0,0.0
Mistral Small 3.1,MS-LS3-1,144,0.9236,0.8684,0.9568,0.9556,0.0,0.0196
Mistral Small 3.1,MS-LS3-2,111,0.9189,0.8531,0.9568,0.9655,0.0,0.0584
Mistral Small 3.1,MS-LS4-1,81,0.9506,0.8798,0.9806,0.9733,0.0,0.0349
Mistral Small 3.1,MS-LS4-2,75,0.8667,0.7717,0.9259,0.9083,0.0,0.0377
Mistral Small 3.1,MS-LS4-3,36,0.7222,0.5601,0.8415,0.7917,0.0,0.1571
Mistral Small 3.1,MS-LS4-4,27,0.963,0.8172,0.9934,1.0,0.0,0.0524
Mistral Small 3.1,MS-LS4-5,15,0.9333,0.7018,0.9881,0.9444,0.0,0.0943
Mistral Small 3.1,MS-LS4-6,33,0.9697,0.8468,0.9946,0.9444,0.0,0.0429
Mistral Small 3.1,MS-PS1-1,81,0.8765,0.7874,0.9315,0.9375,0.0,0.0175
Mistral Small 3.1,MS-PS1-2,21,0.9048,0.7109,0.9735,1.0,0.0,0.0673
Mistral Small 3.1,MS-PS1-3,39,0.8718,0.7329,0.944,0.9333,0.0,0.0959
Mistral Small 3.1,MS-PS1-4,51,0.902,0.7902,0.9574,0.9524,0.0,0.0277
Mistral Small 3.1,MS-PS1-5,39,0.8205,0.6733,0.9102,0.8939,0.0,0.0363
Mistral Small 3.1,MS-PS1-6,30,0.7,0.5212,0.8334,0.8542,0.0,0.1633
Mistral Small 3.1,MS-PS2-1,60,0.8667,0.7583,0.9309,0.8824,0.0,0.0236
Mistral Small 3.1,MS-PS2-2,54,0.9444,0.8489,0.9809,0.9762,0.0,0.0454
Mistral Small 3.1,MS-PS2-3,72,0.8611,0.7629,0.9228,0.9231,0.0,0.0196
Mistral Small 3.1,MS-PS2-4,42,0.881,0.75,0.9481,0.875,0.0,0.0337
Mistral Small 3.1,MS-PS2-5,45,0.8222,0.6867,0.9071,0.8667,0.0,0.0314
Mistral Small 3.1,MS-PS3-1,57,0.9474,0.8563,0.9819,0.9881,0.0,0.0744
Mistral Small 3.1,MS-PS3-2,54,0.9815,0.9023,0.9967,0.9889,0.0,0.0262
Mistral Small 3.1,MS-PS3-3,66,0.8182,0.7085,0.8928,0.8333,0.0,0.0742
Mistral Small 3.1,MS-PS3-4,33,0.8485,0.6908,0.9335,0.9,0.0,0.0429
Mistral Small 3.1,MS-PS3-5,42,0.8095,0.667,0.9002,0.9,0.0,0.1214
Mistral Small 3.1,MS-PS4-1,78,0.8462,0.7501,0.9097,0.8833,0.0,0.0544
Mistral Small 3.1,MS-PS4-2,99,0.9091,0.8362,0.9514,0.9348,0.0,0.0429
Mistral Small 3.1,MS-PS4-3,87,0.9195,0.8431,0.9605,0.9375,0.0,0.0586
Nemotron 3 Nano 30ba3,MS-ESS1-1,78,0.9359,0.8586,0.9723,0.951,0.0,0.0181
Nemotron 3 Nano 30ba3,MS-ESS1-2,66,0.9848,0.919,0.9973,0.9889,0.0,0.0214
Nemotron 3 Nano 30ba3,MS-ESS1-3,87,0.931,0.8576,0.968,0.9444,0.0,0.0
Nemotron 3 Nano 30ba3,MS-ESS1-4,57,0.9474,0.8563,0.9819,0.9583,0.0,0.043
Nemotron 3 Nano 30ba3,MS-ESS2-1,48,0.9583,0.8602,0.9885,0.9697,0.0,0.0295
Nemotron 3 Nano 30ba3,MS-ESS2-2,60,0.9833,0.9114,0.9971,1.0,0.0,0.0236
Nemotron 3 Nano 30ba3,MS-ESS2-3,39,1.0,0.9103,1.0,1.0,0.0,0.0
Nemotron 3 Nano 30ba3,MS-ESS2-4,54,1.0,0.9336,1.0,1.0,0.0,0.0
Nemotron 3 Nano 30ba3,MS-ESS2-5,45,0.9333,0.8214,0.9771,0.9722,0.0,0.0544
Nemotron 3 Nano 30ba3,MS-ESS2-6,36,0.8889,0.7469,0.9559,0.9259,0.0,0.0393
Nemotron 3 Nano 30ba3,MS-ESS3-1,75,1.0,0.9513,1.0,0.9881,0.0,0.0
Nemotron 3 Nano 30ba3,MS-ESS3-2,69,0.9565,0.8798,0.9851,0.9412,0.0,0.0
Nemotron 3 Nano 30ba3,MS-ESS3-3,45,0.9778,0.8843,0.9961,0.9861,0.0,0.0314
Nemotron 3 Nano 30ba3,MS-ESS3-4,45,0.9111,0.7927,0.9649,0.9697,0.0,0.0314
Nemotron 3 Nano 30ba3,MS-ESS3-5,39,0.9487,0.8311,0.9858,0.9394,0.0,0.0363
Nemotron 3 Nano 30ba3,MS-ETS1-1,84,1.0,0.9563,1.0,0.9933,0.0,0.0
Nemotron 3 Nano 30ba3,MS-ETS1-2,54,1.0,0.9336,1.0,1.0,0.0,0.0
Nemotron 3 Nano 30ba3,MS-ETS1-3,57,0.9649,0.8808,0.9903,0.9583,0.0,0.0248
Nemotron 3 Nano 30ba3,MS-ETS1-4,69,1.0,0.9473,1.0,1.0,0.0,0.0
Nemotron 3 Nano 30ba3,MS-LS1-1,39,0.9487,0.8311,0.9858,0.9545,0.0,0.0725
Nemotron 3 Nano 30ba3,MS-LS1-2,27,1.0,0.8754,1.0,1.0,0.0,0.0
Nemotron 3 Nano 30ba3,MS-LS1-3,54,0.9815,0.9023,0.9967,1.0,0.0,0.0262
Nemotron 3 Nano 30ba3,MS-LS1-4,36,0.9722,0.8583,0.9951,1.0,0.0,0.0393
Nemotron 3 Nano 30ba3,MS-LS1-5,30,1.0,0.8865,1.0,0.9722,0.0,0.0
Nemotron 3 Nano 30ba3,MS-LS1-6,24,1.0,0.862,1.0,0.9722,0.0,0.0
Nemotron 3 Nano 30ba3,MS-LS1-7,30,0.8333,0.6644,0.9266,0.9583,0.0,0.0471
Nemotron 3 Nano 30ba3,MS-LS1-8,27,0.963,0.8172,0.9934,1.0,0.0,0.0524
Nemotron 3 Nano 30ba3,MS-LS2-1,72,0.9444,0.8657,0.9782,0.9917,0.0,0.0196
Nemotron 3 Nano 30ba3,MS-LS2-2,51,1.0,0.93,1.0,1.0,0.0,0.0
Nemotron 3 Nano 30ba3,MS-LS2-3,99,0.9394,0.874,0.9719,0.9872,0.0,0.0247
Nemotron 3 Nano 30ba3,MS-LS2-4,42,1.0,0.9162,1.0,1.0,0.0,0.0
Nemotron 3 Nano 30ba3,MS-LS2-5,24,1.0,0.862,1.0,1.0,0.0,0.0
Nemotron 3 Nano 30ba3,MS-LS3-1,144,0.9861,0.9508,0.9962,0.9778,0.0,0.0196
Nemotron 3 Nano 30ba3,MS-LS3-2,111,0.991,0.9507,0.9984,0.9885,0.0,0.0127
Nemotron 3 Nano 30ba3,MS-LS4-1,81,0.9877,0.9333,0.9978,0.9867,0.0,0.0175
Nemotron 3 Nano 30ba3,MS-LS4-2,75,0.9733,0.9079,0.9927,0.9917,0.0,0.0377
Nemotron 3 Nano 30ba3,MS-LS4-3,36,0.8889,0.7469,0.9559,0.9583,0.0,0.0786
Nemotron 3 Nano 30ba3,MS-LS4-4,27,1.0,0.8754,1.0,1.0,0.0,0.0
Nemotron 3 Nano 30ba3,MS-LS4-5,15,1.0,0.7961,1.0,1.0,0.0,0.0
Nemotron 3 Nano 30ba3,MS-LS4-6,33,1.0,0.8957,1.0,1.0,0.0,0.0
Nemotron 3 Nano 30ba3,MS-PS1-1,81,0.9506,0.8798,0.9806,0.9792,0.0,0.0462
Nemotron 3 Nano 30ba3,MS-PS1-2,21,0.9524,0.7733,0.9915,1.0,0.0,0.0673
Nemotron 3 Nano 30ba3,MS-PS1-3,39,1.0,0.9103,1.0,0.9667,0.0,0.0
Nemotron 3 Nano 30ba3,MS-PS1-4,51,0.9412,0.8408,0.9798,0.9524,0.0,0.0
Nemotron 3 Nano 30ba3,MS-PS1-5,39,0.8205,0.6733,0.9102,0.8636,0.0,0.0363
Nemotron 3 Nano 30ba3,MS-PS1-6,30,0.9,0.7438,0.9654,0.9167,0.0,0.0816
Nemotron 3 Nano 30ba3,MS-PS2-1,60,0.8333,0.7197,0.9069,0.8627,0.0,0.0624
Nemotron 3 Nano 30ba3,MS-PS2-2,54,1.0,0.9336,1.0,0.9762,0.0,0.0
Nemotron 3 Nano 30ba3,MS-PS2-3,72,0.9444,0.8657,0.9782,0.9615,0.0,0.0196
Nemotron 3 Nano 30ba3,MS-PS2-4,42,0.9762,0.8768,0.9958,0.9583,0.0,0.0337
Nemotron 3 Nano 30ba3,MS-PS2-5,45,0.9111,0.7927,0.9649,0.9667,0.0,0.0314
Nemotron 3 Nano 30ba3,MS-PS3-1,57,1.0,0.9369,1.0,0.9881,0.0,0.0
Nemotron 3 Nano 30ba3,MS-PS3-2,54,0.9815,0.9023,0.9967,0.9889,0.0,0.0262
Nemotron 3 Nano 30ba3,MS-PS3-3,66,0.9394,0.8543,0.9762,0.9615,0.0,0.0567
Nemotron 3 Nano 30ba3,MS-PS3-4,33,0.9697,0.8468,0.9946,0.9667,0.0,0.0429
Nemotron 3 Nano 30ba3,MS-PS3-5,42,0.9524,0.8421,0.9868,0.95,0.0,0.0337
Nemotron 3 Nano 30ba3,MS-PS4-1,78,0.9359,0.8586,0.9723,0.9583,0.0,0.048
Nemotron 3 Nano 30ba3,MS-PS4-2,99,0.9697,0.9147,0.9896,0.9783,0.0,0.0
Nemotron 3 Nano 30ba3,MS-PS4-3,87,1.0,0.9577,1.0,1.0,0.0,0.0
OSS 120b,MS-ESS1-1,78,0.9744,0.9112,0.9929,0.9706,0.0,0.0363
OSS 120b,MS-ESS1-2,66,0.9848,0.919,0.9973,1.0,0.0,0.0214
OSS 120b,MS-ESS1-3,87,0.977,0.92,0.9937,0.9841,0.0,0.0325
OSS 120b,MS-ESS1-4,57,0.9825,0.9071,0.9969,0.9861,0.0,0.0248
OSS 120b,MS-ESS2-1,48,1.0,0.9259,1.0,0.9848,0.0,0.0
OSS 120b,MS-ESS2-2,60,0.9667,0.8864,0.9908,0.9833,0.0,0.0471
OSS 120b,MS-ESS2-3,39,0.9744,0.8682,0.9955,0.9667,0.0,0.0363
OSS 120b,MS-ESS2-4,54,0.9815,0.9023,0.9967,0.9848,0.0,0.0262
OSS 120b,MS-ESS2-5,45,0.9778,0.8843,0.9961,1.0,0.0,0.0314
OSS 120b,MS-ESS2-6,36,0.9722,0.8583,0.9951,0.9815,0.0,0.0393
OSS 120b,MS-ESS3-1,75,1.0,0.9513,1.0,1.0,0.0,0.0
OSS 120b,MS-ESS3-2,69,0.942,0.8602,0.9772,0.951,0.0,0.0205
OSS 120b,MS-ESS3-3,45,1.0,0.9213,1.0,1.0,0.0,0.0
OSS 120b,MS-ESS3-4,45,0.9556,0.8517,0.9877,0.9697,0.0,0.0314
OSS 120b,MS-ESS3-5,39,0.9487,0.8311,0.9858,0.9848,0.0,0.0725
OSS 120b,MS-ETS1-1,84,0.9881,0.9356,0.9979,0.9933,0.0,0.0168
OSS 120b,MS-ETS1-2,54,1.0,0.9336,1.0,1.0,0.0,0.0
OSS 120b,MS-ETS1-3,57,0.9825,0.9071,0.9969,0.9861,0.0,0.0248
OSS 120b,MS-ETS1-4,69,1.0,0.9473,1.0,1.0,0.0,0.0
OSS 120b,MS-LS1-1,39,0.9744,0.8682,0.9955,0.9848,0.0,0.0363
OSS 120b,MS-LS1-2,27,1.0,0.8754,1.0,1.0,0.0,0.0
OSS 120b,MS-LS1-3,54,1.0,0.9336,1.0,1.0,0.0,0.0
OSS 120b,MS-LS1-4,36,0.9722,0.8583,0.9951,0.9833,0.0,0.0393
OSS 120b,MS-LS1-5,30,1.0,0.8865,1.0,1.0,0.0,0.0
OSS 120b,MS-LS1-6,24,1.0,0.862,1.0,1.0,0.0,0.0
OSS 120b,MS-LS1-7,30,0.9,0.7438,0.9654,1.0,0.0,0.0
OSS 120b,MS-LS1-8,27,0.963,0.8172,0.9934,1.0,0.0,0.0524
OSS 120b,MS-LS2-1,72,0.8889,0.7958,0.9426,0.9583,0.0,0.0393
OSS 120b,MS-LS2-2,51,1.0,0.93,1.0,1.0,0.0,0.0
OSS 120b,MS-LS2-3,99,0.9798,0.9293,0.9944,0.9744,0.0,0.0143
OSS 120b,MS-LS2-4,42,1.0,0.9162,1.0,1.0,0.0,0.0
OSS 120b,MS-LS2-5,24,1.0,0.862,1.0,1.0,0.0,0.0
OSS 120b,MS-LS3-1,144,0.9931,0.9617,0.9988,1.0,0.0,0.0098
OSS 120b,MS-LS3-2,111,1.0,0.9665,1.0,0.9943,0.0,0.0
OSS 120b,MS-LS4-1,81,1.0,0.9547,1.0,1.0,0.0,0.0
OSS 120b,MS-LS4-2,75,0.9867,0.9283,0.9976,0.9917,0.0,0.0189
OSS 120b,MS-LS4-3,36,1.0,0.9036,1.0,1.0,0.0,0.0
OSS 120b,MS-LS4-4,27,1.0,0.8754,1.0,1.0,0.0,0.0
OSS 120b,MS-LS4-5,15,1.0,0.7961,1.0,1.0,0.0,0.0
OSS 120b,MS-LS4-6,33,1.0,0.8957,1.0,1.0,0.0,0.0
OSS 120b,MS-PS1-1,81,0.963,0.8967,0.9873,0.9861,0.0,0.0302
OSS 120b,MS-PS1-2,21,0.9524,0.7733,0.9915,0.9167,0.0,0.0673
OSS 120b,MS-PS1-3,39,0.9744,0.8682,0.9955,0.9667,0.0,0.0363
OSS 120b,MS-PS1-4,51,0.9804,0.897,0.9965,0.9881,0.0,0.0277
OSS 120b,MS-PS1-5,39,1.0,0.9103,1.0,1.0,0.0,0.0
OSS 120b,MS-PS1-6,30,1.0,0.8865,1.0,1.0,0.0,0.0
OSS 120b,MS-PS2-1,60,0.9,0.7985,0.9534,0.9216,0.0,0.0408
OSS 120b,MS-PS2-2,54,1.0,0.9336,1.0,1.0,0.0,0.0
OSS 120b,MS-PS2-3,72,0.9722,0.9043,0.9923,0.9744,0.0,0.0196
OSS 120b,MS-PS2-4,42,0.9048,0.7793,0.9623,0.9167,0.0,0.0337
OSS 120b,MS-PS2-5,45,1.0,0.9213,1.0,1.0,0.0,0.0
OSS 120b,MS-PS3-1,57,1.0,0.9369,1.0,1.0,0.0,0.0
OSS 120b,MS-PS3-2,54,1.0,0.9336,1.0,1.0,0.0,0.0
OSS 120b,MS-PS3-3,66,0.9697,0.8961,0.9917,1.0,0.0,0.0214
OSS 120b,MS-PS3-4,33,1.0,0.8957,1.0,1.0,0.0,0.0
OSS 120b,MS-PS3-5,42,1.0,0.9162,1.0,1.0,0.0,0.0
OSS 120b,MS-PS4-1,78,1.0,0.9531,1.0,1.0,0.0,0.0
OSS 120b,MS-PS4-2,99,0.9899,0.945,0.9982,0.9928,0.0,0.0143
OSS 120b,MS-PS4-3,87,0.977,0.92,0.9937,0.9896,0.0,0.0163
OSS 20b,MS-ESS1-1,78,0.9359,0.8586,0.9723,0.9608,0.0,0.0181
OSS 20b,MS-ESS1-2,66,0.9394,0.8543,0.9762,0.9556,0.0,0.0429
OSS 20b,MS-ESS1-3,87,0.9195,0.8431,0.9605,0.9286,0.0,0.0325
OSS 20b,MS-ESS1-4,57,0.9298,0.833,0.9724,0.9167,0.0,0.0656
OSS 20b,MS-ESS2-1,48,0.9167,0.8045,0.9671,0.9697,0.0,0.0295
OSS 20b,MS-ESS2-2,60,0.95,0.863,0.9829,0.9667,0.0,0.0408
OSS 20b,MS-ESS2-3,39,0.9231,0.7968,0.9735,0.9333,0.0,0.0628
OSS 20b,MS-ESS2-4,54,0.9259,0.8245,0.9708,0.9394,0.0,0.0262
OSS 20b,MS-ESS2-5,45,0.9778,0.8843,0.9961,0.9583,0.0,0.0314
OSS 20b,MS-ESS2-6,36,0.7222,0.5601,0.8415,0.7963,0.0,0.0393
OSS 20b,MS-ESS3-1,75,0.9333,0.8532,0.9712,0.9286,0.0,0.0189
OSS 20b,MS-ESS3-2,69,0.9275,0.8413,0.9687,0.9314,0.0,0.041
OSS 20b,MS-ESS3-3,45,0.9556,0.8517,0.9877,0.9583,0.0,0.0314
OSS 20b,MS-ESS3-4,45,0.9778,0.8843,0.9961,1.0,0.0,0.0314
OSS 20b,MS-ESS3-5,39,0.9744,0.8682,0.9955,0.9848,0.0,0.0363
OSS 20b,MS-ETS1-1,84,1.0,0.9563,1.0,1.0,0.0,0.0
OSS 20b,MS-ETS1-2,54,1.0,0.9336,1.0,0.9815,0.0,0.0
OSS 20b,MS-ETS1-3,57,0.9825,0.9071,0.9969,0.9861,0.0,0.0248
OSS 20b,MS-ETS1-4,69,1.0,0.9473,1.0,1.0,0.0,0.0
OSS 20b,MS-LS1-1,39,0.9744,0.8682,0.9955,0.9697,0.0,0.0363
OSS 20b,MS-LS1-2,27,1.0,0.8754,1.0,1.0,0.0,0.0
OSS 20b,MS-LS1-3,54,0.963,0.8746,0.9898,1.0,0.0,0.0262
OSS 20b,MS-LS1-4,36,0.9444,0.8186,0.9846,0.9667,0.0,0.0393
OSS 20b,MS-LS1-5,30,1.0,0.8865,1.0,1.0,0.0,0.0
OSS 20b,MS-LS1-6,24,0.9167,0.7415,0.9768,0.9444,0.0,0.0589
OSS 20b,MS-LS1-7,30,0.9333,0.7868,0.9815,1.0,0.0,0.0471
OSS 20b,MS-LS1-8,27,0.8889,0.7194,0.9615,0.9722,0.0,0.0
OSS 20b,MS-LS2-1,72,0.9583,0.8845,0.9857,1.0,0.0,0.0
OSS 20b,MS-LS2-2,51,0.9804,0.897,0.9965,0.9881,0.0,0.0277
OSS 20b,MS-LS2-3,99,0.9495,0.8872,0.9782,1.0,0.0,0.0515
OSS 20b,MS-LS2-4,42,0.9524,0.8421,0.9868,0.9722,0.0,0.0337
OSS 20b,MS-LS2-5,24,1.0,0.862,1.0,1.0,0.0,0.0
OSS 20b,MS-LS3-1,144,0.9792,0.9405,0.9929,0.9889,0.0,0.0
OSS 20b,MS-LS3-2,111,0.9369,0.8755,0.9691,0.9713,0.0,0.0337
OSS 20b,MS-LS4-1,81,0.9753,0.9144,0.9932,0.96,0.0,0.0175
OSS 20b,MS-LS4-2,75,0.72,0.6096,0.809,0.825,0.0,0.0864
OSS 20b,MS-LS4-3,36,0.8056,0.6497,0.9025,1.0,0.0,0.0393
OSS 20b,MS-LS4-4,27,0.9259,0.7663,0.9794,0.9524,0.0,0.0524
OSS 20b,MS-LS4-5,15,0.8667,0.6212,0.9626,0.9444,0.0,0.0943
OSS 20b,MS-LS4-6,33,1.0,0.8957,1.0,1.0,0.0,0.0
OSS 20b,MS-PS1-1,81,0.9383,0.8635,0.9733,0.9653,0.0,0.0349
OSS 20b,MS-PS1-2,21,0.9048,0.7109,0.9735,0.9167,0.0,0.1347
OSS 20b,MS-PS1-3,39,0.9487,0.8311,0.9858,0.9333,0.0,0.0725
OSS 20b,MS-PS1-4,51,0.9216,0.815,0.9691,0.9405,0.0,0.0277
OSS 20b,MS-PS1-5,39,0.9487,0.8311,0.9858,0.9697,0.0,0.0363
OSS 20b,MS-PS1-6,30,0.9667,0.8333,0.9941,0.9792,0.0,0.0471
OSS 20b,MS-PS2-1,60,0.8167,0.7008,0.8944,0.8725,0.0,0.0624
OSS 20b,MS-PS2-2,54,0.963,0.8746,0.9898,0.9524,0.0,0.0262
OSS 20b,MS-PS2-3,72,0.9306,0.8475,0.97,0.9103,0.0,0.0196
OSS 20b,MS-PS2-4,42,0.881,0.75,0.9481,0.8542,0.0,0.1214
OSS 20b,MS-PS2-5,45,0.8444,0.7122,0.9225,0.8667,0.0,0.0831
OSS 20b,MS-PS3-1,57,0.9825,0.9071,0.9969,0.9881,0.0,0.0248
OSS 20b,MS-PS3-2,54,1.0,0.9336,1.0,1.0,0.0,0.0
OSS 20b,MS-PS3-3,66,0.9242,0.8346,0.9672,0.9231,0.0,0.0429
OSS 20b,MS-PS3-4,33,0.9697,0.8468,0.9946,1.0,0.0,0.0429
OSS 20b,MS-PS3-5,42,0.9524,0.8421,0.9868,0.95,0.0,0.0337
OSS 20b,MS-PS4-1,78,0.9359,0.8586,0.9723,0.9583,0.0,0.0654
OSS 20b,MS-PS4-2,99,0.9192,0.8486,0.9585,0.9275,0.0,0.0378
OSS 20b,MS-PS4-3,87,0.9655,0.9035,0.9882,1.0,0.0,0.0
